Unnamed: 0,Url,Price,Area,Price per cent,Location,Latitude,Longitude,distance_to_technopark,distance_to_agasthyamalai_hills,distance_to_ponmudi_hills,distance_to_nearest_beach,distance_to_nearest_lake,density,price_to_price_per_cent_ratio,beach_proximity,lake_proximity
452,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vizhinjam-trivandrum&id=4d423533343033383535,15700000,62.99357208,249231.7784,vizhinjam,8.3932,77.0046,26.898654,59.525163,63.708356,4.045079,5.713554,High,62.99357209096575,Inland,Inland
453,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-anad-trivandrum&id=4d423732363737373135,6000000,14.99770432,400061.2275,anad,8.6335,77.0111,23.401113,32.111509,36.294702,25.022916,23.431706,Low,14.997704320146848,Inland,Inland
454,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-attingal-trivandrum&id=4d423733313736373731,360000,5.99862259,60013.77726,attingal,8.6982,76.8137,18.106345,58.660363,62.843556,16.803479,11.596318,Low,5.998622590282197,Inland,Inland
455,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423431383738333531,5800000,7.998163453,725166.4753,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,7.998163452882389,Inland,Inland
456,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thirumala-trivandrum&id=4d423734313536393835,4500000,4.522497704,995025.3808,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,4.522497703909826,Inland,Inland
457,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vanchiyoor-trivandrum&id=4d423732303635373433,4500000,3.999081726,1125258.324,vanchiyoor,8.4943,76.9398,13.25695954,51.32116905,55.5043583,5.875829928,6.061915811,Low,3.999081725522077,Inland,Inland
458,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ooruttambalam-trivandrum&id=4d423734363430393937,21000000,59.9862259,350080.3674,ooruttambalam,8.4567,77.0593,29.431308,48.697702,52.880895,13.542168,10.430145,Low,59.98622589425448,Inland,Inland
459,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattaiyurkavu-trivandrum&id=4d423734313635353835,3250000,5.0,650000.0,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,5.0,Inland,Inland
460,https://www.magicbricks.com/propertyDetails/land-for-sale-in-karumam-trivandrum&id=4d423734313635343435,7500000,9.997704316,750172.2158,karumam,8.4526,76.9774,20.08405,55.863934,60.047127,7.543728,7.76143,Low,9.997704316470632,Inland,Inland
462,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423636383338363837,650000,5.0,130000.0,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,5.0,Inland,Inland
463,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-statue-trivandrum&id=4d423735333538363839,13200000,5.0,2640000.0,statue,8.4967,76.9506,14.660543,50.602151,54.785344,7.404886,7.590975,Low,5.0,Inland,Inland
464,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-murinjapalam-trivandrum&id=4d423734393036363839,12500000,5.739210285,2178000.0,murinjapalam,8.5162,76.9319,11.094788,50.327682,54.510875,6.259731,4.668521,Low,5.73921028466483,Inland,Inland
465,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423630353932333239,11400000,8.999081726,1266795.918,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,8.999081728964017,Inland,Inland
466,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pidaram-trivandrum&id=4d423533393137303337,2900000,5.99862259,483444.3168,pidaram,8.5032,77.0226,21.97868897,46.43791037,50.62109961,15.26320581,12.515152,Low,5.998622590488999,Inland,Inland
467,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nemom-trivandrum&id=4d423732313535353639,40500000,22.2405877,1820995.045,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,22.24058770022628,Inland,Inland
468,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-parassala-trivandrum&id=4d423735333737333439,3000000,3.999081726,750172.2159,parassala,8.3431,77.1526,43.750559,65.197448,69.380641,12.427962,22.314616,Low,3.999081726055165,Inland,Inland
469,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423638303931303637,550000,5.0,110000.0,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,5.0,Inland,Inland
470,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-powdikonam-trivandrum&id=4d423637303431363837,4900000,6.999540863,700045.9167,powdikonam,8.5731,76.9261,7.703057,46.78539,50.968583,10.376769,10.711044,Low,6.999540863117216,Inland,Inland
471,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kaimanam-trivandrum&id=4d423532333435363533,1200000,5.0,240000.0,kaimanam,8.4741,76.9773,18.543781,53.693183,57.876376,9.216563,8.806839,Low,5.0,Inland,Inland
472,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kowdiar-trivandrum&id=4d423532313236383833,2100000,19.99770432,105012.0537,kowdiar,8.5222,76.9605,13.27826467,46.80432058,50.98750983,9.780415629,8.189200846,Low,19.997704320680285,Inland,Inland
474,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chirayinkeezhu-trivandrum&id=4d423732303737383439,1500000,9.997704316,150034.4432,chirayinkeezhu,8.6559,76.7832,17.625025,63.593848,67.777041,13.807769,6.636703,Low,9.99770431380519,Inland,Inland
475,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pangappara-trivandrum&id=4d423430383739333139,3250000,5.0,650000.0,pangappara,8.5587,76.898,4.164973,51.468139,55.651332,6.838685,8.480528,Low,5.0,Inland,Inland
476,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kimanam-trivandrum&id=4d423735303538393331,9000000,5.99862259,1500344.432,kaimanam,8.4741,76.9773,18.543781,53.693183,57.876376,9.216563,8.806839,Low,5.998622588283115,Inland,Inland
477,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pongumoodu-trivandrum&id=4d423735313837363135,80000000,26.99724518,2963265.306,pongumoodu,8.5393,76.9174,7.839663,50.295587,54.47878,7.969712,6.378502,Low,26.99724518017895,Inland,Inland
478,https://www.magicbricks.com/propertyDetails/land-for-sale-in-kilimanoor-trivandrum&id=4d423733393231363939,12900000,166.4600551,77496.06951,kilimanoor,8.7701,76.8808,27.545897,50.600084,53.265339,23.867769,23.2107,Low,166.4600550913798,Inland,Inland
479,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-attukal-trivandrum&id=4d423533333832383831,12000000,19.99770432,600068.8783,attukal,8.4708,76.9571,16.34782,53.506802,57.689995,6.268606,9.450005,Low,19.997704320204203,Inland,Inland
480,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-attingal-trivandrum&id=4d423639303739333035,4800000,48.00275482,99994.26112,attingal,8.6982,76.8137,18.106345,58.660363,62.843556,16.803479,11.596318,Low,48.002754820495845,Inland,Inland
481,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pappanamcode-trivandrum&id=4d423735353739313633,12000000,10.99862259,1091045.711,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,Low,10.99862258658382,Inland,Inland
482,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chirayinkeezhu-trivandrum&id=4d423735353739313331,6500000,28.99449036,224180.5226,chirayinkeezhu,8.6559,76.7832,17.625025,63.593848,67.777041,13.807769,6.636703,High,28.994490353641453,Inland,Inland
483,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattapara-trivandrum&id=4d423134353839383735,5600000,13.99908173,400026.238,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,Low,13.999081730233906,Inland,Inland
484,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ulloor-trivandrum&id=4d423636353532303139,1000000,3.999081726,250057.4053,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,Low,3.9990817260551648,Inland,Inland
486,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vilappilsala-trivandrum&id=4d423735343634353337,11300000,112.9935721,100005.6887,vilappilsala,8.5302,77.043,24.499694,41.495555,45.678748,18.758983,17.280862,Low,112.99357213466196,Inland,Inland
487,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thonnakkal-trivandrum&id=4d423731333731313939,980000,5.0,196000.0,thonnakkal,8.6359,76.8462,9.776158283,54.90831158,59.09150083,10.12979713,7.212704055,Low,5.0,Inland,Inland
488,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423636363534353033,6600000,21.99724518,300037.5704,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,21.997245182332005,Inland,Inland
489,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-palkulangara-trivandrum&id=4d423432323433373735,11500000,6.999540863,1642964.907,palkulangara,8.4861,76.9341,12.7627562,52.73770314,56.92089239,5.291760547,5.883858694,Low,6.99954086116095,Inland,Inland
490,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-manvila-trivandrum&id=4d423733313737393135,4750000,4.669421488,1017256.637,manvila,8.5438,76.8937,5.363685714,52.44994013,56.63312937,6.459619669,5.356686357,Low,4.669421488375111,Inland,Inland
491,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-naruvamoodu-trivandrum&id=4d423735313834313935,5000000,9.997704316,500114.8106,naruvamoodu,8.45,77.0343,25.65008559,51.49093777,55.67412702,12.1871495,7.0954625,Low,9.997704315137913,Inland,Inland
492,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-punnamoodu-trivandrum&id=4d423735343533363231,4200000,6.999540863,600039.3572,punnamoodu,8.4321,77.0241,25.46686339,55.01303322,59.19622246,8.38014864,3.763425096,Low,6.999540862783926,Inland,Inland
493,https://www.magicbricks.com/propertyDetails/land-for-sale-in-kurupuzha-elavattom-trivandrum&id=4d423732303235343239,4500000,19.99770432,225025.8294,kurupuzha,8.6606,77.0269,27.81306789,29.50083645,33.68402569,29.43487333,27.84365855,Low,19.99770431687164,Inland,Inland
494,https://www.magicbricks.com/propertyDetails/land-for-sale-in-technopark-trivandrum&id=4d4239303234303536,12000000,8.999081726,1333469.388,technopark,8.5581,76.8816,2.724974884,53.80764552,57.99083477,5.398689473,7.571957401,High,8.99908172470173,Inland,Inland
496,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-judgekunnu-trivandrum&id=4d423735343533333631,18100000,32.98898072,548668.0584,judgekunnu,8.4501,76.9621,21.10185891,57.59240755,61.77559679,7.620108654,10.38099695,Low,32.98898071956725,Inland,Inland
497,https://www.magicbricks.com/propertyDetails/land-for-sale-in-kovalam-eve-s-beach-trivandrum&id=4d4235343239323039,25000000,52.98438935,471837.0884,kovalam,8.3988,76.982,23.553144,62.189857,66.37305,1.251557,5.736696,Low,52.98438934670232,Sea view,Inland
499,https://www.magicbricks.com/propertyDetails/land-for-sale-in-perurkada-trivandrum&id=4d423735313834393333,13500000,6.999540863,1928697.934,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,6.999540862265476,Inland,Inland
500,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pallippuram-near-crpf-paradeground-trivandrum&id=4d423732303137353431,6500000,9.997704316,650149.2537,pallippuram,8.5943,76.8557,4.774731,54.0918,58.274993,5.128373,10.472922,Low,9.997704316368116,Inland,Inland
501,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-perurkada-trivandrum&id=4d423735333235333731,12900000,10.99862259,1172874.139,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,10.998622589631504,Inland,Inland
502,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ambalattura-trivandrum&id=4d423633383132393537,1850000,1.999540863,925212.3996,ambalathara,8.4546,76.9542,17.334053,55.457479,59.640672,6.445303,10.714211,Low,1.9995408630491944,Inland,Inland
503,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-malayinkeezhu-trivandrum&id=4d423539383831343437,2750000,5.0,550000.0,malayinkeezh,8.4902,77.0361,24.337032,47.113524,51.296717,16.808597,11.716912,Low,5.0,Inland,Inland
504,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nalanchira-trivandrum&id=4d423731323633323335,6000000,6.997245179,857480.315,nalanchira,8.5392,76.948,10.685045,46.75897,50.942163,9.964972,8.373762,Low,6.997245178742092,Inland,Inland
505,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-powdikonam-trivandrum&id=4d423731383939343337,3380000,44.99540863,75118.77551,powdikonam,8.5731,76.9261,7.703057,46.78539,50.968583,10.376769,10.711044,Low,44.995408631894506,Inland,Inland
506,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-powdikonam-trivandrum&id=4d423733393134393631,500000,5.0,100000.0,powdikonam,8.5731,76.9261,7.703057,46.78539,50.968583,10.376769,10.711044,Low,5.0,Inland,Inland
507,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pipinmoodu-trivandrum&id=4d423637383933363833,37200000,30.99173554,1200320.0,pipinmoodu,8.5216,76.9708,14.420745,46.791564,50.974757,11.377576,10.111304,Low,30.99173553719008,Inland,Inland
509,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thirumala-trivandrum&id=4d423734313033363835,500000,5.99862259,83352.46842,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,5.998622590042307,Inland,Inland
510,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-petta-trivandrum&id=4d423636303038393933,1400000,5.0,280000.0,pettah,8.495,76.9294,11.817389,52.023666,56.206859,4.436262,4.622351,High,5.0,Inland,Inland
511,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-tirumala-trivandrum&id=4d423637363535353539,4000000,5.0,800000.0,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,5.0,Inland,Inland
512,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattaiyurkavu-trivandrum&id=4d423634303432353239,4250000,5.0,850000.0,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,5.0,Inland,Inland
513,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-perurkada-trivandrum&id=4d423335343736363439,5500000,5.0,1100000.0,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,5.0,Inland,Inland
514,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkottam-trivandrum&id=4d423637383735393333,4200000,5.0,840000.0,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,5.0,Inland,Inland
518,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ulloor-trivandrum&id=4d423639383033323839,3750000,5.0,750000.0,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,Low,5.0,Inland,Inland
519,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkoottam-trivandrum&id=4d423631363333303133,3500000,3.999081726,875200.9186,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,3.999081725826698,Inland,Inland
520,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karikkagam-trivandrum&id=4d423634353035373933,1800000,14.99770432,120018.3683,karikkakam,8.5033,76.9055,9.393678,54.687735,58.870928,2.939657,2.756722,Low,14.997704313898758,Sea view,Lake view
521,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-tirumala-trivandrum&id=4d423733383437393539,4100000,5.748393021,713242.8115,thirumala,8.5041,76.9917,18.7736,48.798465,52.981658,11.666181,11.668466,Low,5.748393021133169,Inland,Inland
522,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pattom-trivandrum&id=4d423438373539353735,10500000,6.999540863,1500098.393,pattom,8.5207,76.9423,11.838466,48.973988,53.157181,7.873973,6.282763,Low,6.999540862783926,Inland,Inland
523,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karamana-trivandrum&id=4d423632373334303339,3360000,3.000459137,1119828.615,karamana,8.482,76.9661,16.828027,51.927718,56.110911,7.535672,9.632989,Low,3.000459137222529,Inland,Inland
524,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkoottam-trivandrum&id=4d423438333736323337,3500000,5.0,700000.0,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,5.0,Inland,Inland
525,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkoottam-trivandrum&id=4d423733373436383533,950000,7.998163453,118777.2675,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,7.998163453288736,Inland,Inland
527,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-mannanthala-trivandrum&id=4d423734303830333833,800000,5.0,160000.0,mannanthala,8.5616,76.9427,9.841727,45.625621,49.808814,11.934242,10.343032,Low,5.0,Inland,Inland
528,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ulloor-trivandrum&id=4d423735373636343331,9500000,5.99862259,1583696.9,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,High,5.998622589966553,Inland,Inland
529,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pravachambalam-trivandrum&id=4d423735363531343835,4000000,8.999081726,444489.7959,pravachambalam,8.4494,77.0115,23.16121,54.077387,58.26058,9.69703,4.605345,Low,8.999081726726317,Inland,Inland
531,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreevaraham-trivandrum&id=4d423735303435373533,11500000,4.997704316,2301056.5,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,Low,4.997704315387302,Inland,Inland
532,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-muttada-trivandrum&id=4d423736313031323037,37800000,20.99632691,1800314.891,muttada,8.5338,76.9471,11.165785,47.385297,51.56849,9.602435,8.011225,Low,20.99632691423425,Inland,Inland
533,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423736303534393931,8000000,50.0,160000.0,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,50.0,Inland,Inland
534,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-eanchakkal-trivandrum&id=4d423733343234343533,6000000,3.999081726,1500344.432,eanchakkal,8.4832,76.9283,12.376686,53.793431,57.976624,4.90569,5.756844,Low,3.999081725522077,Inland,Inland
535,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chirayinkeezhu-trivandrum&id=4d423734393531323237,7000000,13.99908173,500032.7975,chirayinkeezhu,8.6559,76.7832,17.625025,63.593848,67.777041,13.807769,6.636703,Low,13.999081730233906,Inland,Inland
536,https://www.magicbricks.com/propertyDetails/land-for-sale-in-nemom-trivandrum&id=4d423733383534373531,3500000,41.98806244,83357.0257,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,41.98806244114826,Inland,Inland
537,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thonnakkal-trivandrum&id=4d423732393534313339,5500000,19.99770432,275031.5692,thonnakkal,8.6359,76.8462,9.776158283,54.90831158,59.09150083,10.12979713,7.212704055,Low,19.99770432171901,Inland,Inland
538,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kumarapuram-trivandrum&id=4d423733323938383531,7500000,5.0,1500000.0,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,5.0,Inland,Inland
539,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-near-medical-college-trivandrum&id=4d423734343330383639,950000,6.999540863,135723.1879,medicalcollege,8.5236,76.9283,9.844377,50.239953,54.423146,6.533052,4.941842,Low,6.999540864748581,Inland,Inland
540,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreevaraham-trivandrum&id=4d423735303435373433,11500000,4.997704316,2301056.5,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,Low,4.997704315387302,Inland,Inland
541,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chempazhanthy-trivandrum&id=4d423735393339393837,4500000,5.0,900000.0,chempazhanthy,8.5685,76.911,5.671593,49.194384,53.377577,8.345305,9.877435,Low,5.0,Inland,Inland
542,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pongumoodu-trivandrum&id=4d423734353339393331,56000000,28.00734619,1999475.41,pongumoodu,8.5393,76.9174,7.839663,50.295587,54.47878,7.969712,6.378502,High,28.007346186868087,Inland,Inland
543,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreevaraham-trivandrum&id=4d423735303433363133,11500000,4.997704316,2301056.5,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,Low,4.997704315387302,Inland,Inland
544,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-mannanthala-trivandrum&id=4d423735383734393039,3730000,5.0,746000.0,mannanthala,8.5616,76.9427,9.841727,45.625621,49.808814,11.934242,10.343032,Low,5.0,Inland,Inland
545,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chittazha-trivandrum&id=4d423736303132343039,7500000,9.997704316,750172.2158,chittazha,8.5803,76.9456,10.70382784,44.020858,48.20404724,13.37754243,12.73452726,Low,9.997704316470632,Inland,Inland
546,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreevaraham-trivandrum&id=4d423735393138323439,7500000,3.000459137,2499617.444,sreevaraham,8.4776,76.942,14.170828,53.174086,57.357279,5.036668,7.29075,Low,3.000459137458316,Inland,Inland
547,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chittazha-trivandrum&id=4d423736303132333937,7500000,9.997704316,750172.2158,chittazha,8.5803,76.9456,10.70382784,44.020858,48.20404724,13.37754243,12.73452726,Low,9.997704316470632,Inland,Inland
548,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkoottam-trivandrum&id=4d423735383436343433,7500000,5.0,1500000.0,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,High,5.0,Inland,Inland
549,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-mukkola-trivandrum&id=4d423735313334393831,11000000,9.997704316,1100252.583,mukkola,8.5466,76.9863,15.885294,43.543801,47.726994,14.2455,12.65429,High,9.997704318045669,Inland,Inland
550,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-muttada-trivandrum&id=4d423735363832353731,4800000,3.000459137,1599755.164,muttada,8.5338,76.9471,11.165785,47.385297,51.56849,9.602435,8.011225,Low,3.000459137758408,Inland,Inland
551,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423736313230383133,8000000,50.0,160000.0,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,50.0,Inland,Inland
552,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kumarapuram-trivandrum&id=4d423735373437363733,8000000,4.003673095,1998165.137,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,4.003673095813802,Inland,Inland
553,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vettamukku-trivandrum&id=4d423735363332393535,19300000,16.99724518,1135478.12,vettamukku,8.5066,76.9858,17.774202,48.59153,52.774723,11.832711,12.02813,Low,16.997245178092907,Inland,Inland
555,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattaiyurkavu-trivandrum&id=4d423736303732323431,10600000,8.999081726,1177897.959,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,8.99908172775771,Inland,Inland
556,https://www.99acres.com/residential-land-plot-for-sale-in-kazhakootam-trivandrum-242-sq-yard-spid-E76584177,4625000,5.0,925000.0,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,5.0,Inland,Inland
557,https://www.99acres.com/residential-land-plot-for-sale-in-maruthoorkadavu-trivandrum-403-sq-yard-spid-E77563567,10800000,8.32,1298076.923,maruthoorkadavu,8.459,76.9672,18.631965,55.087651,59.270844,8.168288,9.812209,Low,8.320000000493037,Inland,Inland
558,https://www.99acres.com/residential-land-plot-for-sale-in-confident-floris-poojappura-trivandrum-194-sq-yard-r1-spid-A77561661,6000000,4.0,1500000.0,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,4.0,Inland,Inland
559,https://www.99acres.com/residential-land-plot-for-sale-in-kaimanam-trivandrum-290-sq-yard-spid-F77558827,8400000,6.0,1400000.0,kaimanam,8.4741,76.9773,18.543781,53.693183,57.876376,9.216563,8.806839,Low,6.0,Inland,Inland
560,https://www.99acres.com/residential-land-plot-for-sale-in-santhivila-trivandrum-484-sq-yard-r1-spid-O73092655,8000000,10.0,800000.0,santhivila,8.4527,76.9996,22.093952,53.826668,58.009861,10.407792,5.316107,Low,10.0,Inland,Inland
561,https://www.99acres.com/residential-land-plot-for-sale-in-kazhakootam-trivandrum-968-sq-yard-spid-Y77559413,15000000,20.0,750000.0,madavooppara,8.591,76.9051,6.914274,49.843367,54.02656,9.587986,13.014628,Low,20.0,Inland,Inland
562,https://www.99acres.com/residential-land-plot-for-sale-in-vattiyoorkavu-trivandrum-242-sq-yard-spid-Y77866291,3800000,5.0,760000.0,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,High,5.0,Inland,Inland
563,https://www.99acres.com/residential-land-plot-for-sale-in-vellanad-trivandrum-1307-sq-yard-spid-W77836647,2200000,27.0,81481.48148,vellanad,8.5642,77.0593,25.785434,35.7125,39.895693,24.531399,22.940189,Low,27.000000000490907,Inland,Inland
564,https://www.99acres.com/residential-land-plot-for-sale-in-puthukurichy-trivandrum-1694-sq-yard-r8-spid-G35849923,10500000,35.0,300000.0,puthukurichy,8.603,76.8188,9.533561,60.118109,64.301302,5.940703,9.449691,Low,35.0,Inland,Inland
565,https://www.99acres.com/residential-land-plot-for-sale-in-kazhakootam-trivandrum-968-sq-yard-spid-R77552589,10000000,20.0,500000.0,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,20.0,Inland,Inland
566,https://www.99acres.com/residential-land-plot-for-sale-in-nettayam-trivandrum-194-sq-yard-spid-L77818181,2700000,4.0,675000.0,nettayam,8.5403,76.9902,16.394985,44.237913,48.421106,14.506814,12.915604,Low,4.0,Inland,Inland
567,https://www.99acres.com/residential-land-plot-for-sale-in-maruthoorkadavu-trivandrum-121-sq-yard-r1-spid-I72872697,2500000,2.5,1000000.0,maruthoorkadavu,8.459,76.9672,18.631965,55.087651,59.270844,8.168288,9.812209,Low,2.5,Inland,Inland
568,https://www.99acres.com/residential-land-plot-for-sale-in-mangalapuram-trivandrum-273-sq-yard-r1-spid-N72985295,3000000,5.65,530973.4513,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,5.650000000291917,Inland,Inland
